screening_date,company,symbol,exchange,listing_board,sector,industry,current_price_inr,price_date,market_cap_inr_cr,market_cap_date,liquidity_metric_name,liquidity_value_inr_cr,liquidity_period,eligible_flag,exclusion_code,exclusion_reason,primary_archetype,classification_rationale,secondary_tags,technical_stage,technical_data_date,revenue_cagr_5y_pct,normalized_eps_cagr_5y_pct,latest_roce_or_roe_pct,median_roce_or_roe_5y_pct,net_debt_to_equity,cfo_pat_period,cfo_pat_ratio,preliminary_valuation_method,preliminary_valuation_value,preliminary_priority_score,inclusion_reason,key_disqualifying_risk,data_quality_confidence,primary_source_ids,secondary_source_ids,phase2_priority,phase2_questions,required_primary_documents,known_data_gaps
2026-08-11,Surya Roshni Ltd,SURYAROSNI,NSE,Main Board,Capital Goods,Capital Goods,248.0,2026-08-10,5401.0,2026-08-10,3-month median daily traded value,15.256,13-week median of weekly traded value / 5,1,,,Capex operating-leverage candidate,CWIP drawn down 47% YoY - capacity commissioned; OPM 2.0pp below 5y peak - absorption yet to come,Earnings-upgrade candidate|Operating-leverage inflection|Governance risk,Early Stage 1,2026-08-10,6.278077609799726,12.519208715745522,15.8,21.0,0.030372057706909643,Mar 2022-Mar 2026,1.268795741849634,Trailing P/E vs 3-5y EPS CAGR (preliminary),18.9,72.6,CWIP drawn down 47% YoY - capacity commissioned; OPM 2.0pp below 5y peak - absorption yet to come,Equity capital up 102% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,SURYAROSNI-SCR-01|SURYAROSNI-PXW-01,Medium,"What exactly has been commissioned, on what date, and at what capex vs. original budget? | What demand evidence exists (orders, nominations, approvals, contracts) for the new capacity? | What are incremental EBITDA margin and incremental ROCE at 50/70/85% utilisation? | How do 6/12/18-month commissioning delays change FY+2 EPS and the debt schedule?",Capex announcements and Reg-30 intimations; annual report CWIP/fixed-asset schedule; investor presentation capacity slides; earnings-call transcripts; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Uniparts India Ltd,UNIPARTS,NSE,Main Board,Not disclosed,Not disclosed,825.0,2026-08-10,3714.0,2026-08-10,3-month median daily traded value,11.533,13-week median of weekly traded value / 5,1,,,Mature value/yield company,dividend yield 1.9%; FCF positive in 5 of last 5 years,Earnings-upgrade candidate|Operating-leverage inflection|PEAD candidate,Mature/extended Stage 2,2026-08-10,5.317277116663055,11.653898243978933,21.6,22.0,0.1781609195402299,Mar 2022-Mar 2026,1.2,Trailing P/E vs 3-5y EPS CAGR (preliminary),20.3,72.6,dividend yield 1.9%; FCF positive in 5 of last 5 years,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,UNIPARTS-SCR-01|UNIPARTS-PXW-01,Medium,"Is the dividend covered by normalised FCF after maintenance capex, not by peak earnings? | What structural-decline risk exists in the core end-market? | Is management willing to keep returning capital, on what stated policy?",Annual report cash-flow statement and dividend policy; quarterly results; capex guidance,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Vishnu Chemicals Ltd,VISHNU,NSE,Main Board,Not disclosed,Not disclosed,583.0,2026-08-10,3928.0,2026-08-10,3-month median daily traded value,4.894,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 20%; 5y revenue CAGR 19%; 5y EPS CAGR 30%; cumulative CFO/PAT 0.87,Earnings-upgrade candidate|Capex commissioning,Early Stage 2,2026-08-10,18.84782010488797,29.596816007993954,16.3,20.0,0.4929840972871843,Mar 2022-Mar 2026,0.8656462585034014,Trailing P/E vs 3-5y EPS CAGR (preliminary),26.2,72.5,5y median ROCE 20%; 5y revenue CAGR 19%; 5y EPS CAGR 30%; cumulative CFO/PAT 0.87,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,VISHNU-SCR-01|VISHNU-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Ador Welding Ltd,ADOR,NSE,Main Board,Not disclosed,Not disclosed,1516.0,2026-08-10,2638.0,2026-08-10,3-month median daily traded value,3.247,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 20%; 5y revenue CAGR 17%; 5y EPS CAGR 20%; cumulative CFO/PAT 1.58,Earnings-upgrade candidate|Operating-leverage inflection|PEAD candidate|Peak-cycle risk,Mature/extended Stage 2,2026-08-10,16.730359068298984,19.6512246024805,22.8,20.0,0.005415162454873646,Mar 2021-Mar 2026,1.5817490494296578,Trailing P/E vs 3-5y EPS CAGR (preliminary),22.8,72.5,5y median ROCE 20%; 5y revenue CAGR 17%; 5y EPS CAGR 20%; cumulative CFO/PAT 1.58,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ADOR-SCR-01|ADOR-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,GPT Infraprojects Ltd,GPTINFRA,NSE,Main Board,Not disclosed,Not disclosed,115.0,2026-08-10,1457.0,2026-08-10,3-month median daily traded value,1.502,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 21%; 5y revenue CAGR 16%; 5y EPS CAGR 35%; cumulative CFO/PAT 1.42,Earnings-upgrade candidate|Debt-reduction story|Peak-cycle risk|Governance risk,Early Stage 2,2026-08-10,16.196884429203774,34.64440000371483,21.4,21.0,0.4883720930232558,Mar 2022-Mar 2026,1.417857142857143,Trailing P/E vs 3-5y EPS CAGR (preliminary),14.8,72.4,5y median ROCE 21%; 5y revenue CAGR 16%; 5y EPS CAGR 35%; cumulative CFO/PAT 1.42,Equity capital up 334% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,GPTINFRA-SCR-01|GPTINFRA-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Premier Energies Ltd,PREMIERENE,NSE,Main Board,Capital Goods,Capital Goods,1044.0,2026-08-10,47451.0,2026-08-10,3-month median daily traded value,122.55,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 25%; 5y revenue CAGR 62%; 5y EPS CAGR 104%; cumulative CFO/PAT 1.03,Earnings-upgrade candidate|Capex commissioning|Debt-reduction story|Peak-cycle risk|Governance risk,Early Stage 2,2026-08-10,62.01012785863038,104.14629010355476,33.3,25.0,0.8606918969120038,Mar 2022-Mar 2026,1.03394945303659,Trailing P/E vs 3-5y EPS CAGR (preliminary),28.5,72.3,5y median ROCE 25%; 5y revenue CAGR 62%; 5y EPS CAGR 104%; cumulative CFO/PAT 1.03,Promoter stake down 5.8pp over 4 quarters,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,PREMIERENE-SCR-01|PREMIERENE-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,J Kumar Infraprojects Ltd,JKIL,NSE,Main Board,Not disclosed,Not disclosed,497.0,2026-08-10,3770.0,2026-08-10,3-month median daily traded value,3.7,13-week median of weekly traded value / 5,1,,,Quality compounder,5y revenue CAGR 31%; 5y EPS CAGR 32%; cumulative CFO/PAT 1.57,Capex commissioning,Stage 4 decline,2026-08-10,30.57032372735302,32.101100719307986,18.4,18.0,0.18432769367764915,Mar 2017-Mar 2026,1.5654801880456681,Trailing P/E vs 3-5y EPS CAGR (preliminary),9.69,72.3,5y revenue CAGR 31%; 5y EPS CAGR 32%; cumulative CFO/PAT 1.57,Technically in Stage 4 decline,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,JKIL-SCR-01|JKIL-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Elecon Engineering Company Ltd,ELECON,NSE,Main Board,Capital Goods,Capital Goods,438.0,2026-08-10,9832.0,2026-08-10,3-month median daily traded value,24.805,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 25%; 5y revenue CAGR 18%; 5y EPS CAGR 43%; cumulative CFO/PAT 1.10,,Early Stage 1,2026-08-10,17.777640147145803,42.68623971638097,20.9,25.0,0.11843817787418655,Mar 2022-Mar 2026,1.097986577181208,Trailing P/E vs 3-5y EPS CAGR (preliminary),32.5,72.2,5y median ROCE 25%; 5y revenue CAGR 18%; 5y EPS CAGR 43%; cumulative CFO/PAT 1.10,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ELECON-SCR-01|ELECON-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Metro Brands Ltd,METROBRAND,NSE,Main Board,Not disclosed,Not disclosed,967.0,2026-08-10,26363.0,2026-08-10,3-month median daily traded value,4.569,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 20%; 5y revenue CAGR 29%; 5y EPS CAGR 42%; cumulative CFO/PAT 1.34,Earnings-upgrade candidate|Operating-leverage inflection|Debt-reduction story|Overvalued quality,Stage 4 decline,2026-08-10,29.05552602717918,42.479119730106206,20.2,20.0,0.7877571500250878,Mar 2022-Mar 2026,1.3395691609977325,Trailing P/E vs 3-5y EPS CAGR (preliminary),64.9,72.2,5y median ROCE 20%; 5y revenue CAGR 29%; 5y EPS CAGR 42%; cumulative CFO/PAT 1.34,Technically in Stage 4 decline,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,METROBRAND-SCR-01|METROBRAND-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Jagran Prakashan Ltd,JAGRAN,NSE,Main Board,Not disclosed,Not disclosed,62.9,2026-08-10,1371.0,2026-08-10,3-month median daily traded value,1.397,13-week median of weekly traded value / 5,1,,,Mature value/yield company,dividend yield 11.1%; FCF positive in 5 of last 5 years,Demerger/SOTP unlocking|Value-trap risk,Early Stage 2,2026-08-10,7.794346344260505,23.188900558452307,12.8,9.0,0.054563492063492064,Mar 2022-Mar 2026,1.613053613053613,Trailing P/E vs 3-5y EPS CAGR (preliminary),6.96,72.1,dividend yield 11.1%; FCF positive in 5 of last 5 years,Other income >35% of PBT - EPS provisional,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,JAGRAN-SCR-01|JAGRAN-PXW-01,Medium,"Is the dividend covered by normalised FCF after maintenance capex, not by peak earnings? | What structural-decline risk exists in the core end-market? | Is management willing to keep returning capital, on what stated policy?",Annual report cash-flow statement and dividend policy; quarterly results; capex guidance,Other income >35% of PBT - EPS provisional; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,K.P. Energy Ltd,KPEL,NSE,Main Board,Not disclosed,Not disclosed,292.0,2026-08-10,1976.0,2026-08-10,3-month median daily traded value,6.166,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 39%; 5y revenue CAGR 83%; 5y EPS CAGR 97%; cumulative CFO/PAT 0.89,Governance risk|Earnings-upgrade candidate,Stage 4 decline,2026-08-10,83.47540743195063,96.76516942058764,39.2,39.0,0.8435114503816794,Mar 2022-Mar 2026,0.8942307692307693,Trailing P/E vs 3-5y EPS CAGR (preliminary),10.9,72.1,5y median ROCE 39%; 5y revenue CAGR 83%; 5y EPS CAGR 97%; cumulative CFO/PAT 0.89,Equity capital up 209% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,KPEL-SCR-01|KPEL-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Oriental Hotels Ltd,ORIENTHOT,NSE,Main Board,Not disclosed,Not disclosed,126.0,2026-08-10,2261.0,2026-08-10,3-month median daily traded value,3.834,13-week median of weekly traded value / 5,1,,,High-growth company,latest quarter revenue +24% YoY,Earnings-upgrade candidate|Operating-leverage inflection|PEAD candidate,Early Stage 2,2026-08-10,33.614561871143664,,12.1,11.0,0.17191601049868765,Mar 2022-Mar 2026,2.3664921465968587,Trailing P/E vs 3-5y EPS CAGR (preliminary),33.7,72.0,latest quarter revenue +24% YoY,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ORIENTHOT-SCR-01|ORIENTHOT-PXW-01,Medium,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,5y EPS CAGR not computable (negative or zero base year); nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Federal-Mogul Goetze (India) Ltd,FMGOETZE,NSE,Main Board,Not disclosed,Not disclosed,490.0,2026-08-10,2723.0,2026-08-10,3-month median daily traded value,1.932,13-week median of weekly traded value / 5,1,,,Quality compounder,5y revenue CAGR 12%; 5y EPS CAGR 214%; cumulative CFO/PAT 1.58,Capex commissioning,Mature Stage 1 base,2026-08-10,12.081262256069426,214.3193162404907,18.5,17.0,0.0006958942240779402,Mar 2022-Mar 2026,1.5811437403400308,Trailing P/E vs 3-5y EPS CAGR (preliminary),14.9,72.0,5y revenue CAGR 12%; 5y EPS CAGR 214%; cumulative CFO/PAT 1.58,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,FMGOETZE-SCR-01|FMGOETZE-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,SPR Auto Technologies Ltd,SHRIPISTON,NSE,Main Board,Automobile and Auto Components,Automobile and Auto Components,4411.0,2026-08-10,19629.0,2026-08-10,3-month median daily traded value,16.685,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 25%; 5y revenue CAGR 23%; 5y EPS CAGR 45%; cumulative CFO/PAT 1.09,Debt-reduction story|Governance risk,Mature/extended Stage 2,2026-08-10,22.79664779702133,44.58664559844219,20.8,25.0,0.6783867631851086,Mar 2022-Mar 2026,1.094224924012158,Trailing P/E vs 3-5y EPS CAGR (preliminary),33.6,71.9,5y median ROCE 25%; 5y revenue CAGR 23%; 5y EPS CAGR 45%; cumulative CFO/PAT 1.09,Equity capital up 100% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,SHRIPISTON-SCR-01|SHRIPISTON-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Sandhar Technologies Limited,SANDHAR,NSE,Main Board,Not disclosed,Not disclosed,654.0,2026-08-10,3939.0,2026-08-10,3-month median daily traded value,22.52,13-week median of weekly traded value / 5,1,,,High-growth company,3y revenue CAGR 19%; 3y EPS CAGR 40%; latest quarter revenue +20% YoY,Earnings-upgrade candidate|PEAD candidate|Debt-reduction story,Early Stage 2,2026-08-10,21.086291092563727,28.045813439950585,14.4,12.0,0.8612153038259565,Mar 2022-Mar 2026,1.874354561101549,Trailing P/E vs 3-5y EPS CAGR (preliminary),19.6,71.6,3y revenue CAGR 19%; 3y EPS CAGR 40%; latest quarter revenue +20% YoY,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,SANDHAR-SCR-01|SANDHAR-PXW-01,Medium,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,eClerx Services Ltd,ECLERX,NSE,Main Board,Services,Services,1760.0,2026-08-10,16539.0,2026-08-10,3-month median daily traded value,51.31,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 34%; 5y revenue CAGR 21%; 5y EPS CAGR 23%; cumulative CFO/PAT 1.12,Regulatory catalyst|Governance risk,Early Stage 1,2026-08-10,21.358115424991865,22.708838115559395,34.8,34.0,0.15033190160093712,Mar 2022-Mar 2026,1.1219054763690923,Trailing P/E vs 3-5y EPS CAGR (preliminary),22.7,71.6,5y median ROCE 34%; 5y revenue CAGR 21%; 5y EPS CAGR 23%; cumulative CFO/PAT 1.12,Equity capital up 171% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ECLERX-SCR-01|ECLERX-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Mahindra Lifespace Developers Ltd,MAHLIFE,NSE,Main Board,Not disclosed,Not disclosed,385.0,2026-08-10,8226.0,2026-08-10,3-month median daily traded value,5.882,13-week median of weekly traded value / 5,1,,,Turnaround,loss-making or sub-scale margin base; quarterly OPM +292.0pp YoY; quarterly profit improving YoY,Regulatory catalyst|Earnings-upgrade candidate|Capex commissioning|Operating-leverage inflection|PEAD candidate|Peak-cycle risk|Governance risk|Value-trap risk|Temporary setback,Early Stage 1,2026-08-10,47.981505210151276,,7.64,2.0,0.18251998897160188,Mar 2022-Mar 2026,-2.698060941828255,Trailing P/E vs 3-5y EPS CAGR (preliminary),26.5,71.6,loss-making or sub-scale margin base; quarterly OPM +292.0pp YoY; quarterly profit improving YoY,Weak cash conversion (cumulative CFO/PAT below 0.6),Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,MAHLIFE-SCR-01|MAHLIFE-PXW-01,Medium,"What concretely changed - management, business model, cost base, or only the narrative? | What is the funding runway to EBITDA breakeven and what must be refinanced? | Is working capital genuinely releasing cash, or are receivables/inventory masking it?",Annual report auditor's report and going-concern note; debt-restructuring disclosures; quarterly results; credit-rating rationale,5y EPS CAGR not computable (negative or zero base year); Other income >35% of PBT - EPS provisional; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Sandur Manganese & Iron Ores Ltd,SANDUMA,NSE,Main Board,Metals & Mining,Metals & Mining,205.0,2026-08-10,9937.0,2026-08-10,3-month median daily traded value,18.96,13-week median of weekly traded value / 5,1,,,Cyclical recovery,OPM 19.0pp below 5y peak; quarterly OPM +4.0pp YoY - margin inflecting,Regulatory catalyst|Earnings-upgrade candidate|Operating-leverage inflection|Margin-recovery candidate|Governance risk,Stage 4 decline,2026-08-10,48.60793454585104,34.319595083742094,24.2,21.0,0.3070067609096497,Mar 2022-Mar 2026,1.362143474503025,Trailing P/E vs 3-5y EPS CAGR (preliminary),13.4,71.5,OPM 19.0pp below 5y peak; quarterly OPM +4.0pp YoY - margin inflecting,Equity capital up 5300% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,SANDUMA-SCR-01|SANDUMA-PXW-01,Medium,"Where is the cycle versus mid-cycle margin, and what capacity is still being added industry-wide? | Is the improvement demand-led or a one-off inventory/input-cost effect? | Does the balance sheet survive another 4-6 quarters at trough spreads?",Annual report segment/realisation data; quarterly results; industry capacity data; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Eimco Elecon (India) Ltd,EIMCOELECO,NSE,Main Board,Not disclosed,Not disclosed,1808.0,2026-08-10,1044.0,2026-08-10,3-month median daily traded value,3.126,13-week median of weekly traded value / 5,1,,,High-growth company,3y revenue CAGR 22%; 3y EPS CAGR 51%; latest quarter revenue +91% YoY,Earnings-upgrade candidate|Operating-leverage inflection|PEAD candidate|Peak-cycle risk|Governance risk|Value-trap risk,Early Stage 2,2026-08-10,4.2683794442716305,10.716902180676712,13.2,5.0,0.0,Mar 2020-Mar 2024,0.26136363636363635,Trailing P/E vs 3-5y EPS CAGR (preliminary),27.3,71.3,3y revenue CAGR 22%; 3y EPS CAGR 51%; latest quarter revenue +91% YoY,Weak cash conversion (cumulative CFO/PAT below 0.6),High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,EIMCOELECO-SCR-01|EIMCOELECO-PXW-01,Medium,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Saksoft Ltd,SAKSOFT,NSE,Main Board,Not disclosed,Not disclosed,166.0,2026-08-10,2202.0,2026-08-10,3-month median daily traded value,15.466,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 27%; 5y revenue CAGR 21%; 5y EPS CAGR 24%; cumulative CFO/PAT 1.14,Peak-cycle risk,Early Stage 1,2026-08-10,21.140240958122103,23.699321470116463,25.5,27.0,0.05648267008985879,Mar 2022-Mar 2026,1.144927536231884,Trailing P/E vs 3-5y EPS CAGR (preliminary),16.4,71.3,5y median ROCE 27%; 5y revenue CAGR 21%; 5y EPS CAGR 24%; cumulative CFO/PAT 1.14,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,SAKSOFT-SCR-01|SAKSOFT-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Gujarat Ambuja Exports Ltd,GAEL,NSE,Main Board,Fast Moving Consumer Goods,Fast Moving Consumer Goods,172.0,2026-08-10,7915.0,2026-08-10,3-month median daily traded value,13.46,13-week median of weekly traded value / 5,1,,,Cyclical recovery,OPM 7.0pp below 5y peak; PAT 36% below 5y peak; quarterly OPM +8.0pp YoY - margin inflecting,Capex commissioning|Operating-leverage inflection|Margin-recovery candidate|Governance risk,Early Stage 2,2026-08-10,4.016883828101991,-2.094022430132225,12.5,16.0,0.1338391502276176,Mar 2022-Mar 2026,0.9501173708920188,Trailing P/E vs 3-5y EPS CAGR (preliminary),18.9,71.2,OPM 7.0pp below 5y peak; PAT 36% below 5y peak; quarterly OPM +8.0pp YoY - margin inflecting,Equity capital up 100% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,GAEL-SCR-01|GAEL-PXW-01,Medium,"Where is the cycle versus mid-cycle margin, and what capacity is still being added industry-wide? | Is the improvement demand-led or a one-off inventory/input-cost effect? | Does the balance sheet survive another 4-6 quarters at trough spreads?",Annual report segment/realisation data; quarterly results; industry capacity data; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Usha Martin Ltd,USHAMART,NSE,Main Board,Capital Goods,Capital Goods,517.0,2026-08-10,15763.0,2026-08-10,3-month median daily traded value,19.299,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 19%; 5y EPS CAGR 26%; cumulative CFO/PAT 1.00,Operating-leverage inflection|Peak-cycle risk,Early Stage 2,2026-08-10,11.971919422046584,25.506205255318815,19.5,19.0,0.0693519079345851,Mar 2022-Mar 2026,0.9969040247678018,Trailing P/E vs 3-5y EPS CAGR (preliminary),28.9,71.2,5y median ROCE 19%; 5y EPS CAGR 26%; cumulative CFO/PAT 1.00,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,USHAMART-SCR-01|USHAMART-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Man Industries (India) Ltd,MANINDS,NSE,Main Board,Not disclosed,Not disclosed,550.0,2026-08-10,4123.0,2026-08-10,3-month median daily traded value,15.143,13-week median of weekly traded value / 5,1,,,High-growth company,3y EPS CAGR 27%; latest quarter revenue +56% YoY,Governance risk|Earnings-upgrade candidate|Capex commissioning|Operating-leverage inflection|Peak-cycle risk,Early Stage 2,2026-08-10,11.371705952236265,5.177234471788861,16.2,16.0,0.3009103977000479,Mar 2022-Mar 2026,2.1088777219430486,Trailing P/E vs 3-5y EPS CAGR (preliminary),24.2,71.1,3y EPS CAGR 27%; latest quarter revenue +56% YoY,Promoter stake down 5.0pp over 4 quarters,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,MANINDS-SCR-01|MANINDS-PXW-01,Medium,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
